dataset,seed,batch_size,model_kind,backend,scope,clock,median_ms_per_scene,amortized_ms_per_tile,tiles_per_second,p95_ms_per_scene,checkpoint_sha256
HongHu,0,4,fp32,mamba_ssm_optimized,model_only,cuda_events,916.9095764160155,0.518028009274585,1930.3975501254058,943.0922790527344,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,918.401440983871,0.5188708706123565,1927.2617844586819,984.1953522263793,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,915.3746032714844,0.5171607928087483,1933.6345947048833,981.8641326904298,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,8,fp32,mamba_ssm_optimized,model_only,wall_clock,492.2895835188683,0.27812970820275046,3595.4447529604495,498.7457062350586,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,8,fp32,mamba_ssm_optimized,model_only,cuda_events,490.3562316894531,0.27703741903358936,3609.62069127115,498.6646667480469,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,516.5314314945135,0.29182566751102457,3426.703375782468,533.3091866225004,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,514.8001251220703,0.29084752831755384,3438.227602567685,531.184848022461,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,16,fp32,mamba_ssm_optimized,model_only,wall_clock,245.1014920079615,0.13847541921353756,7221.4982679195855,260.592689018813,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,16,fp32,mamba_ssm_optimized,model_only,cuda_events,244.0135726928711,0.13786077553269555,7253.694868144975,260.4304962158203,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,267.72027151309885,0.15125439068536659,6611.37832408555,275.7436424784828,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,267.3418273925781,0.15104058044778426,6620.737268324434,273.22763061523443,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,32,fp32,mamba_ssm_optimized,model_only,wall_clock,135.19044202985242,0.07637878080782623,13092.641561221857,166.3985335879261,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,32,fp32,mamba_ssm_optimized,model_only,cuda_events,134.81420898437503,0.07616621976518363,13129.179878992898,163.31965713500978,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,148.46368751022965,0.08387778955380205,11922.107214789752,209.85869086289313,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,148.12876892089844,0.08368857001180703,11949.063054356373,207.48666458129884,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,64,fp32,mamba_ssm_optimized,model_only,wall_clock,108.99439099011943,0.06157875197181888,16239.367768571268,154.7865670901956,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,64,fp32,mamba_ssm_optimized,model_only,cuda_events,107.71148681640625,0.06085394735390184,16432.78773987177,149.11421432495118,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,128.72763449558988,0.07272747711615248,13749.96135783602,169.5269964489853,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
HongHu,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,126.77427291870116,0.07162388300491591,13961.823319902454,165.9901420593262,d1cfafd86d68c04924c73d2b408ddcd9f764310a0fc1f60c3b9b49a22262066b
Houston,0,1,fp32,mamba_ssm_optimized,model_only,wall_clock,5345.344169996679,2.0247515795441964,493.8877490467822,5397.4534016044345,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,1,fp32,mamba_ssm_optimized,model_only,cuda_events,5345.093505859375,2.024656631007339,493.91091046508177,5397.31845703125,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,5538.001477485523,2.0977278323808797,476.7062650186701,5746.120642928872,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,1,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,5536.761962890624,2.0972583192767518,476.8129852238966,5745.812963867188,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,2,fp32,mamba_ssm_optimized,model_only,wall_clock,2868.1119455141015,1.0864060399674627,920.466163857069,2998.9674616459524,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,2,fp32,mamba_ssm_optimized,model_only,cuda_events,2868.0233154296875,1.0863724679657907,920.4946088816837,2996.5414428710938,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,3015.5450899910647,1.1422519280269186,875.4636131167325,3048.1685818725964,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,2,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,3012.4815673828125,1.1410915027965198,876.3539098742378,3045.6884277343747,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,4,fp32,mamba_ssm_optimized,model_only,wall_clock,1407.2782185103279,0.533059931253912,1875.9616721664092,1500.3530134708853,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,4,fp32,mamba_ssm_optimized,model_only,cuda_events,1406.9432373046875,0.5329330444335938,1876.4083226680182,1497.9253723144532,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,1490.7629825174809,0.5646829479232882,1770.9052552014539,1535.2057031355798,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,4,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,1489.6010131835938,0.5642428080240885,1772.286657054401,1535.0662658691406,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,8,fp32,mamba_ssm_optimized,model_only,wall_clock,722.3027349973563,0.2735995208323319,3654.977161355567,754.6705130691407,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,8,fp32,mamba_ssm_optimized,model_only,cuda_events,720.3891296386719,0.27287467031767876,3664.686058386464,751.9283660888673,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,809.8600320226979,0.3067651636449613,3259.8225565056764,1085.792475321796,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,809.3726806640624,0.3065805608575994,3261.7854087118076,1083.3306579589846,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,16,fp32,mamba_ssm_optimized,model_only,wall_clock,368.9715359942056,0.13976194545235063,7155.0234705407165,377.8473042650148,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,16,fp32,mamba_ssm_optimized,model_only,cuda_events,368.8233032226562,0.13970579667524854,7157.899126580538,377.71009063720703,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,405.2302614727523,0.15349631116392135,6514.814541256845,415.43781308573676,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,404.42060852050776,0.15318962443958628,6527.8572465876905,415.1126052856445,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,32,fp32,mamba_ssm_optimized,model_only,wall_clock,207.74527150206268,0.07869139072047829,12707.870465171034,253.75127931183673,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,32,fp32,mamba_ssm_optimized,model_only,cuda_events,204.66585540771484,0.07752494523019501,12899.073930728973,249.90734786987304,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,227.7172434842214,0.08625653162281113,11593.324948107966,279.00800421775784,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,226.4801330566406,0.08578792918812143,11656.651576320648,276.6296096801758,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,64,fp32,mamba_ssm_optimized,model_only,wall_clock,163.74423302477226,0.06202433069120161,16122.70521674253,216.12492612039205,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,64,fp32,mamba_ssm_optimized,model_only,cuda_events,162.00345611572266,0.06136494549837979,16295.94863775122,213.72078018188475,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,187.56150250555947,0.07104602367634828,14075.383086258591,246.78573716664687,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
Houston,0,64,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,186.0346908569336,0.07046768593065666,14190.901642265428,244.45854873657228,a52fafb2a431205f4223926b568ecd88932c58d1f163c5050bf7510b0b2012d3
